Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
182,[998.0],[902.0],[255.0],[438.0],[224.0],[462.0],[284.0],[188.0],[560.0],[7.0],[114.0],[604.0],[936.0],[814.0],[666.0],[382.0],[118.0],[603.0],[252.0],[887.0],[422.0],[981.0],[866.0],[259.0],[961.0],[291.0],[114.0],[131.0],[779.0],[578.0],[768.0],[897.0],[931.0],[896.0],[896.0],[155.0],[601.0],[389.0],[864.0],[319.0],[539.0],[94.0],[212.0],[959.0],[975.0],[222.0],[479.0],[735.0],[739.0],[972.0]
183,[575.0],[80.0],[113.0],[650.0],[190.0],[459.0],[174.0],[808.0],[418.0],[764.0],[863.0],[992.0],[893.0],[754.0],[896.0],[384.0],[398.0],[904.0],[184.0],[24.0],[829.0],[216.0],[523.0],[824.0],[291.0],[648.0],[342.0],[345.0],[666.0],[88.0],[559.0],[521.0],[493.0],[776.0],[691.0],[312.0],[208.0],[259.0],[801.0],[243.0],[504.0],[648.0],[244.0],[524.0],[305.0],[657.0],[215.0],[452.0],[823.0],[708.0]
184,[187.0],[14.0],[712.0],[235.0],[790.0],[381.0],[882.0],[836.0],[954.0],[953.0],[30.0],[874.0],[838.0],[623.0],[682.0],[887.0],[396.0],[618.0],[487.0],[76.0],[162.0],[366.0],[383.0],[188.0],[266.0],[657.0],[863.0],[196.0],[499.0],[517.0],[791.0],[424.0],[7.0],[805.0],[970.0],[309.0],[923.0],[656.0],[729.0],[778.0],[614.0],[62.0],[825.0],[201.0],[363.0],[121.0],[740.0],[149.0],[13.0],[262.0]
185,[877.0],[147.0],[238.0],[433.0],[967.0],[879.0],[907.0],[920.0],[462.0],[515.0],[962.0],[782.0],[382.0],[992.0],[633.0],[462.0],[231.0],[377.0],[770.0],[689.0],[463.0],[547.0],[69.0],[743.0],[149.0],[415.0],[420.0],[504.0],[832.0],[464.0],[176.0],[559.0],[533.0],[637.0],[412.0],[770.0],[240.0],[921.0],[910.0],[873.0],[531.0],[637.0],[117.0],[679.0],[816.0],[106.0],[159.0],[295.0],[650.0],[111.0]
186,[590.0],[558.0],[230.0],[838.0],[94.0],[964.0],[277.0],[306.0],[571.0],[659.0],[873.0],[814.0],[384.0],[146.0],[412.0],[341.0],[17.0],[510.0],[29.0],[595.0],[689.0],[301.0],[791.0],[742.0],[735.0],[122.0],[305.0],[986.0],[728.0],[290.0],[330.0],[749.0],[80.0],[412.0],[254.0],[427.0],[846.0],[58.0],[834.0],[608.0],[17.0],[503.0],[17.0],[924.0],[238.0],[186.0],[30.0],[121.0],[669.0],[225.0]
187,[335.0],[509.0],[95.0],[567.0],[300.0],[583.0],[317.0],[644.0],[327.0],[249.0],[453.0],[633.0],[841.0],[782.0],[874.0],[182.0],[868.0],[204.0],[877.0],[92.0],[595.0],[610.0],[321.0],[861.0],[77.0],[611.0],[766.0],[947.0],[640.0],[328.0],[687.0],[835.0],[920.0],[653.0],[701.0],[190.0],[597.0],[358.0],[832.0],[134.0],[860.0],[246.0],[855.0],[199.0],[452.0],[473.0],[328.0],[832.0],[913.0],[355.0]
188,[714.0],[624.0],[557.0],[247.0],[413.0],[953.0],[637.0],[758.0],[720.0],[614.0],[778.0],[603.0],[728.0],[231.0],[21.0],[31.0],[469.0],[716.0],[309.0],[244.0],[92.0],[899.0],[622.0],[400.0],[177.0],[591.0],[482.0],[555.0],[410.0],[967.0],[665.0],[291.0],[393.0],[962.0],[312.0],[141.0],[508.0],[897.0],[415.0],[94.0],[97.0],[175.0],[87.0],[582.0],[467.0],[569.0],[170.0],[585.0],[722.0],[376.0]
189,[715.0],[898.0],[363.0],[128.0],[276.0],[319.0],[729.0],[866.0],[295.0],[328.0],[248.0],[858.0],[969.0],[522.0],[384.0],[403.0],[811.0],[913.0],[708.0],[145.0],[947.0],[834.0],[818.0],[719.0],[455.0],[286.0],[901.0],[494.0],[305.0],[563.0],[594.0],[195.0],[53.0],[517.0],[21.0],[962.0],[874.0],[15.0],[546.0],[159.0],[547.0],[121.0],[957.0],[245.0],[437.0],[754.0],[883.0],[953.0],[457.0],[5.0]
190,[834.0],[806.0],[570.0],[496.0],[660.0],[192.0],[70.0],[925.0],[672.0],[586.0],[391.0],[592.0],[334.0],[868.0],[382.0],[130.0],[697.0],[623.0],[361.0],[676.0],[905.0],[423.0],[870.0],[120.0],[129.0],[281.0],[238.0],[79.0],[238.0],[637.0],[383.0],[266.0],[283.0],[871.0],[119.0],[333.0],[226.0],[697.0],[276.0],[445.0],[742.0],[277.0],[774.0],[911.0],[328.0],[697.0],[248.0],[249.0],[904.0],[356.0]
191,[366.0],[667.0],[975.0],[592.0],[252.0],[83.0],[909.0],[442.0],[304.0],[109.0],[631.0],[904.0],[819.0],[352.0],[517.0],[561.0],[412.0],[139.0],[530.0],[30.0],[408.0],[871.0],[651.0],[113.0],[113.0],[812.0],[202.0],[978.0],[423.0],[21.0],[992.0],[50.0],[14.0],[929.0],[260.0],[120.0],[905.0],[556.0],[517.0],[660.0],[610.0],[723.0],[750.0],[237.0],[586.0],[77.0],[249.0],[586.0],[800.0],[787.0]
192,[105.0],[791.0],[606.0],[155.0],[563.0],[833.0],[383.0],[16.0],[862.0],[173.0],[141.0],[4.0],[650.0],[371.0],[919.0],[378.0],[160.0],[293.0],[133.0],[197.0],[884.0],[917.0],[671.0],[868.0],[724.0],[622.0],[512.0],[340.0],[437.0],[277.0],[903.0],[662.0],[634.0],[336.0],[841.0],[151.0],[426.0],[834.0],[194.0],[423.0],[454.0],[653.0],[506.0],[777.0],[319.0],[574.0],[81.0],[319.0],[206.0],[397.0]
193,[57.0],[450.0],[996.0],[517.0],[770.0],[586.0],[219.0],[350.0],[703.0],[590.0],[268.0],[838.0],[621.0],[773.0],[22.0],[458.0],[724.0],[248.0],[250.0],[403.0],[776.0],[609.0],[143.0],[440.0],[570.0],[734.0],[380.0],[949.0],[936.0],[882.0],[782.0],[944.0],[965.0],[547.0],[969.0],[769.0],[806.0],[469.0],[71.0],[540.0],[908.0],[657.0],[778.0],[830.0],[159.0],[992.0],[822.0],[159.0],[629.0],[116.0]
194,[837.0],[431.0],[575.0],[842.0],[738.0],[307.0],[109.0],[491.0],[797.0],[187.0],[893.0],[913.0],[666.0],[346.0],[219.0],[251.0],[601.0],[739.0],[82.0],[889.0],[246.0],[445.0],[485.0],[500.0],[756.0],[179.0],[44.0],[758.0],[583.0],[185.0],[592.0],[552.0],[288.0],[766.0],[928.0],[305.0],[72.0],[276.0],[738.0],[410.0],[975.0],[499.0],[531.0],[566.0],[503.0],[520.0],[244.0],[642.0],[603.0],[588.0]
195,[955.0],[88.0],[628.0],[242.0],[309.0],[977.0],[866.0],[678.0],[775.0],[84.0],[244.0],[498.0],[853.0],[300.0],[824.0],[630.0],[520.0],[452.0],[850.0],[226.0],[653.0],[962.0],[279.0],[231.0],[72.0],[558.0],[997.0],[634.0],[445.0],[687.0],[247.0],[165.0],[988.0],[863.0],[517.0],[238.0],[756.0],[627.0],[593.0],[665.0],[49.0],[194.0],[399.0],[793.0],[883.0],[149.0],[581.0],[266.0],[37.0],[817.0]
196,[773.0],[432.0],[612.0],[965.0],[486.0],[892.0],[819.0],[366.0],[546.0],[409.0],[253.0],[693.0],[227.0],[590.0],[317.0],[903.0],[923.0],[823.0],[220.0],[506.0],[194.0],[557.0],[926.0],[371.0],[575.0],[987.0],[524.0],[612.0],[909.0],[152.0],[615.0],[149.0],[79.0],[333.0],[906.0],[223.0],[55.0],[443.0],[695.0],[127.0],[305.0],[640.0],[375.0],[768.0],[249.0],[782.0],[336.0],[291.0],[866.0],[810.0]
197,[602.0],[383.0],[702.0],[903.0],[118.0],[848.0],[728.0],[161.0],[940.0],[889.0],[969.0],[949.0],[581.0],[187.0],[87.0],[300.0],[705.0],[435.0],[748.0],[753.0],[284.0],[639.0],[636.0],[217.0],[698.0],[458.0],[788.0],[669.0],[788.0],[366.0],[660.0],[735.0],[951.0],[794.0],[393.0],[189.0],[128.0],[563.0],[222.0],[503.0],[342.0],[776.0],[129.0],[545.0],[127.0],[871.0],[848.0],[74.0],[947.0],[43.0]
198,[771.0],[335.0],[430.0],[754.0],[666.0],[437.0],[378.0],[332.0],[539.0],[5.0],[334.0],[866.0],[826.0],[601.0],[855.0],[427.0],[128.0],[142.0],[906.0],[955.0],[882.0],[556.0],[772.0],[0.0],[135.0],[200.0],[201.0],[377.0],[134.0],[586.0],[838.0],[99.0],[607.0],[652.0],[220.0],[912.0],[258.0],[17.0],[121.0],[155.0],[114.0],[222.0],[848.0],[900.0],[840.0],[395.0],[477.0],[883.0],[377.0],[591.0]
199,[180.0],[280.0],[243.0],[309.0],[695.0],[31.0],[864.0],[412.0],[695.0],[242.0],[162.0],[96.0],[156.0],[249.0],[578.0],[769.0],[860.0],[467.0],[297.0],[500.0],[277.0],[410.0],[131.0],[496.0],[52.0],[764.0],[481.0],[829.0],[801.0],[319.0],[409.0],[77.0],[494.0],[152.0],[80.0],[652.0],[724.0],[486.0],[186.0],[889.0],[929.0],[473.0],[752.0],[678.0],[925.0],[633.0],[642.0],[84.0],[925.0],[907.0]
200,[682.0],[364.0],[1.0],[770.0],[539.0],[399.0],[647.0],[152.0],[486.0],[211.0],[621.0],[779.0],[998.0],[252.0],[774.0],[252.0],[208.0],[840.0],[257.0],[842.0],[464.0],[974.0],[20.0],[346.0],[752.0],[251.0],[49.0],[861.0],[884.0],[159.0],[94.0],[706.0],[730.0],[660.0],[42.0],[732.0],[235.0],[980.0],[152.0],[723.0],[766.0],[729.0],[301.0],[150.0],[227.0],[858.0],[672.0],[905.0],[411.0],[636.0]
201,[233.0],[952.0],[429.0],[252.0],[385.0],[238.0],[791.0],[896.0],[43.0],[836.0],[853.0],[409.0],[961.0],[811.0],[117.0],[189.0],[234.0],[346.0],[425.0],[312.0],[235.0],[716.0],[440.0],[443.0],[998.0],[794.0],[454.0],[722.0],[776.0],[790.0],[779.0],[177.0],[509.0],[189.0],[133.0],[774.0],[438.0],[141.0],[539.0],[766.0],[316.0],[899.0],[981.0],[275.0],[649.0],[4.0],[399.0],[395.0],[340.0],[221.0]
202,[915.0],[207.0],[98.0],[300.0],[614.0],[593.0],[691.0],[60.0],[490.0],[303.0],[650.0],[594.0],[71.0],[953.0],[290.0],[770.0],[253.0],[411.0],[100.0],[309.0],[637.0],[510.0],[191.0],[112.0],[510.0],[409.0],[316.0],[142.0],[243.0],[910.0],[51.0],[455.0],[315.0],[933.0],[980.0],[884.0],[804.0],[695.0],[60.0],[640.0],[769.0],[186.0],[333.0],[168.0],[981.0],[875.0],[599.0],[527.0],[129.0],[598.0]
203,[593.0],[85.0],[959.0],[190.0],[889.0],[182.0],[558.0],[21.0],[416.0],[209.0],[826.0],[408.0],[527.0],[328.0],[750.0],[215.0],[336.0],[340.0],[110.0],[770.0],[438.0],[712.0],[428.0],[433.0],[120.0],[907.0],[12.0],[113.0],[975.0],[831.0],[985.0],[561.0],[89.0],[211.0],[708.0],[750.0],[450.0],[539.0],[553.0],[151.0],[224.0],[464.0],[899.0],[167.0],[723.0],[592.0],[896.0],[844.0],[814.0],[785.0]
204,[562.0],[795.0],[134.0],[427.0],[382.0],[954.0],[118.0],[660.0],[456.0],[442.0],[838.0],[739.0],[844.0],[112.0],[254.0],[60.0],[141.0],[925.0],[256.0],[252.0],[729.0],[276.0],[187.0],[422.0],[716.0],[173.0],[224.0],[888.0],[882.0],[529.0],[132.0],[946.0],[980.0],[608.0],[334.0],[933.0],[170.0],[962.0],[375.0],[499.0],[922.0],[301.0],[742.0],[779.0],[382.0],[408.0],[332.0],[961.0],[840.0],[812.0]
205,[731.0],[942.0],[120.0],[55.0],[503.0],[60.0],[517.0],[336.0],[805.0],[214.0],[831.0],[907.0],[464.0],[770.0],[784.0],[782.0],[954.0],[422.0],[928.0],[300.0],[170.0],[534.0],[142.0],[699.0],[534.0],[187.0],[152.0],[696.0],[277.0],[691.0],[650.0],[856.0],[582.0],[519.0],[877.0],[784.0],[432.0],[861.0],[385.0],[842.0],[628.0],[981.0],[954.0],[23.0],[400.0],[527.0],[864.0],[506.0],[604.0],[440.0]
206,[12.0],[590.0],[909.0],[298.0],[962.0],[867.0],[60.0],[81.0],[276.0],[779.0],[160.0],[768.0],[348.0],[822.0],[370.0],[558.0],[573.0],[580.0],[67.0],[427.0],[81.0],[975.0],[679.0],[702.0],[202.0],[563.0],[744.0],[173.0],[477.0],[556.0],[761.0],[200.0],[188.0],[668.0],[864.0],[391.0],[147.0],[860.0],[226.0],[60.0],[997.0],[884.0],[672.0],[361.0],[20.0],[498.0],[21.0],[186.0],[693.0],[542.0]
207,[929.0],[178.0],[445.0],[769.0],[723.0],[471.0],[254.0],[593.0],[556.0],[950.0],[583.0],[383.0],[328.0],[309.0],[701.0],[590.0],[672.0],[227.0],[294.0],[769.0],[42.0],[563.0],[447.0],[557.0],[326.0],[599.0],[922.0],[823.0],[230.0],[254.0],[331.0],[138.0],[466.0],[540.0],[714.0],[801.0],[81.0],[80.0],[473.0],[929.0],[652.0],[569.0],[724.0],[218.0],[155.0],[247.0],[728.0],[473.0],[587.0],[174.0]
208,[766.0],[264.0],[437.0],[652.0],[871.0],[672.0],[807.0],[665.0],[208.0],[96.0],[909.0],[791.0],[586.0],[422.0],[478.0],[225.0],[97.0],[652.0],[507.0],[652.0],[336.0],[775.0],[209.0],[610.0],[224.0],[174.0],[269.0],[641.0],[628.0],[276.0],[227.0],[764.0],[492.0],[344.0],[283.0],[370.0],[919.0],[974.0],[569.0],[863.0],[6.0],[117.0],[270.0],[449.0],[842.0],[844.0],[412.0],[226.0],[41.0],[733.0]
209,[863.0],[73.0],[911.0],[604.0],[499.0],[599.0],[477.0],[42.0],[834.0],[53.0],[115.0],[558.0],[212.0],[883.0],[930.0],[540.0],[219.0],[949.0],[260.0],[660.0],[846.0],[546.0],[306.0],[975.0],[719.0],[834.0],[6.0],[711.0],[637.0],[412.0],[196.0],[698.0],[613.0],[589.0],[509.0],[778.0],[129.0],[113.0],[401.0],[420.0],[583.0],[882.0],[503.0],[948.0],[312.0],[961.0],[819.0],[569.0],[421.0],[572.0]
210,[804.0],[827.0],[28.0],[189.0],[547.0],[270.0],[173.0],[261.0],[559.0],[808.0],[801.0],[849.0],[883.0],[602.0],[943.0],[791.0],[974.0],[112.0],[465.0],[112.0],[517.0],[326.0],[61.0],[726.0],[908.0],[521.0],[738.0],[394.0],[464.0],[284.0],[203.0],[842.0],[635.0],[115.0],[105.0],[300.0],[42.0],[253.0],[608.0],[754.0],[175.0],[510.0],[756.0],[360.0],[309.0],[717.0],[517.0],[574.0],[55.0],[382.0]
211,[307.0],[980.0],[677.0],[281.0],[410.0],[502.0],[896.0],[492.0],[910.0],[839.0],[247.0],[173.0],[825.0],[993.0],[119.0],[592.0],[332.0],[669.0],[119.0],[937.0],[453.0],[305.0],[497.0],[146.0],[385.0],[768.0],[382.0],[548.0],[52.0],[701.0],[549.0],[309.0],[171.0],[630.0],[493.0],[478.0],[412.0],[283.0],[348.0],[482.0],[189.0],[284.0],[120.0],[16.0],[300.0],[75.0],[832.0],[753.0],[829.0],[384.0]
212,[454.0],[233.0],[223.0],[933.0],[831.0],[152.0],[281.0],[517.0],[424.0],[995.0],[239.0],[187.0],[159.0],[180.0],[828.0],[187.0],[962.0],[696.0],[833.0],[623.0],[864.0],[368.0],[839.0],[151.0],[454.0],[208.0],[503.0],[651.0],[430.0],[896.0],[101.0],[756.0],[759.0],[848.0],[219.0],[930.0],[101.0],[95.0],[614.0],[712.0],[643.0],[716.0],[161.0],[619.0],[190.0],[998.0],[729.0],[998.0],[467.0],[286.0]
213,[114.0],[406.0],[410.0],[814.0],[333.0],[344.0],[187.0],[56.0],[438.0],[579.0],[592.0],[590.0],[715.0],[435.0],[260.0],[94.0],[563.0],[769.0],[714.0],[94.0],[631.0],[401.0],[812.0],[618.0],[49.0],[910.0],[871.0],[64.0],[1.0],[653.0],[540.0],[228.0],[414.0],[687.0],[376.0],[909.0],[645.0],[705.0],[368.0],[981.0],[295.0],[534.0],[719.0],[350.0],[113.0],[401.0],[317.0],[273.0],[408.0],[528.0]
214,[342.0],[393.0],[801.0],[519.0],[423.0],[197.0],[701.0],[635.0],[240.0],[350.0],[668.0],[207.0],[701.0],[936.0],[294.0],[383.0],[15.0],[933.0],[379.0],[602.0],[219.0],[344.0],[644.0],[712.0],[557.0],[276.0],[723.0],[616.0],[575.0],[119.0],[673.0],[420.0],[386.0],[650.0],[533.0],[269.0],[21.0],[533.0],[775.0],[202.0],[519.0],[574.0],[234.0],[638.0],[769.0],[415.0],[219.0],[156.0],[452.0],[20.0]
215,[224.0],[36.0],[499.0],[603.0],[752.0],[804.0],[590.0],[466.0],[835.0],[920.0],[997.0],[335.0],[335.0],[477.0],[269.0],[173.0],[834.0],[693.0],[701.0],[307.0],[317.0],[574.0],[591.0],[305.0],[316.0],[58.0],[74.0],[485.0],[151.0],[447.0],[307.0],[391.0],[311.0],[332.0],[787.0],[534.0],[891.0],[264.0],[940.0],[610.0],[222.0],[223.0],[846.0],[483.0],[733.0],[368.0],[464.0],[666.0],[498.0],[279.0]
216,[202.0],[493.0],[140.0],[960.0],[445.0],[933.0],[207.0],[864.0],[81.0],[965.0],[155.0],[715.0],[290.0],[232.0],[958.0],[660.0],[897.0],[504.0],[83.0],[913.0],[957.0],[569.0],[986.0],[623.0],[12.0],[765.0],[547.0],[926.0],[71.0],[60.0],[608.0],[117.0],[659.0],[838.0],[951.0],[958.0],[824.0],[667.0],[809.0],[301.0],[909.0],[326.0],[723.0],[526.0],[926.0],[775.0],[688.0],[6.0],[128.0],[772.0]
217,[482.0],[792.0],[788.0],[344.0],[875.0],[960.0],[335.0],[472.0],[526.0],[634.0],[374.0],[141.0],[590.0],[618.0],[906.0],[907.0],[163.0],[508.0],[652.0],[540.0],[498.0],[473.0],[590.0],[628.0],[873.0],[594.0],[499.0],[679.0],[819.0],[84.0],[63.0],[155.0],[836.0],[864.0],[931.0],[252.0],[506.0],[871.0],[45.0],[899.0],[960.0],[855.0],[72.0],[308.0],[189.0],[546.0],[465.0],[244.0],[875.0],[768.0]
218,[420.0],[600.0],[723.0],[647.0],[230.0],[993.0],[583.0],[229.0],[521.0],[647.0],[551.0],[59.0],[187.0],[728.0],[198.0],[174.0],[488.0],[345.0],[697.0],[904.0],[642.0],[940.0],[580.0],[913.0],[975.0],[615.0],[640.0],[7.0],[570.0],[614.0],[308.0],[705.0],[259.0],[593.0],[317.0],[198.0],[307.0],[570.0],[185.0],[224.0],[344.0],[825.0],[309.0],[789.0],[803.0],[506.0],[637.0],[738.0],[585.0],[462.0]
219,[744.0],[747.0],[583.0],[589.0],[135.0],[130.0],[715.0],[751.0],[195.0],[259.0],[842.0],[252.0],[578.0],[804.0],[220.0],[608.0],[385.0],[891.0],[525.0],[608.0],[332.0],[960.0],[785.0],[430.0],[614.0],[559.0],[333.0],[920.0],[831.0],[209.0],[173.0],[454.0],[472.0],[903.0],[810.0],[583.0],[864.0],[228.0],[181.0],[557.0],[589.0],[212.0],[770.0],[63.0],[600.0],[940.0],[379.0],[415.0],[244.0],[400.0]
220,[512.0],[994.0],[857.0],[904.0],[52.0],[630.0],[84.0],[219.0],[42.0],[599.0],[912.0],[300.0],[117.0],[101.0],[527.0],[768.0],[58.0],[829.0],[620.0],[513.0],[875.0],[519.0],[817.0],[904.0],[287.0],[245.0],[410.0],[808.0],[581.0],[5.0],[590.0],[621.0],[970.0],[247.0],[607.0],[713.0],[656.0],[9.0],[122.0],[510.0],[648.0],[334.0],[252.0],[654.0],[747.0],[479.0],[277.0],[553.0],[4.0],[176.0]
221,[101.0],[187.0],[515.0],[630.0],[498.0],[180.0],[336.0],[889.0],[619.0],[131.0],[707.0],[190.0],[261.0],[319.0],[395.0],[838.0],[694.0],[427.0],[135.0],[843.0],[753.0],[628.0],[885.0],[1.0],[562.0],[656.0],[752.0],[53.0],[171.0],[608.0],[973.0],[754.0],[313.0],[592.0],[699.0],[876.0],[219.0],[488.0],[480.0],[114.0],[657.0],[801.0],[300.0],[359.0],[861.0],[682.0],[593.0],[382.0],[965.0],[791.0]
222,[901.0],[963.0],[470.0],[378.0],[408.0],[332.0],[242.0],[511.0],[749.0],[79.0],[312.0],[974.0],[173.0],[913.0],[708.0],[588.0],[614.0],[767.0],[86.0],[603.0],[399.0],[486.0],[50.0],[640.0],[305.0],[556.0],[423.0],[659.0],[95.0],[779.0],[335.0],[855.0],[56.0],[842.0],[730.0],[710.0],[921.0],[457.0],[972.0],[512.0],[630.0],[621.0],[190.0],[211.0],[679.0],[156.0],[152.0],[384.0],[874.0],[330.0]
223,[380.0],[971.0],[312.0],[176.0],[742.0],[647.0],[42.0],[399.0],[817.0],[491.0],[844.0],[970.0],[555.0],[307.0],[844.0],[611.0],[890.0],[629.0],[254.0],[554.0],[4.0],[378.0],[944.0],[363.0],[799.0],[921.0],[742.0],[836.0],[613.0],[540.0],[681.0],[964.0],[256.0],[312.0],[81.0],[12.0],[58.0],[547.0],[47.0],[782.0],[121.0],[799.0],[427.0],[902.0],[519.0],[6.0],[558.0],[462.0],[567.0],[687.0]
224,[44.0],[582.0],[995.0],[529.0],[575.0],[161.0],[119.0],[288.0],[591.0],[984.0],[527.0],[615.0],[558.0],[904.0],[961.0],[221.0],[953.0],[190.0],[684.0],[241.0],[479.0],[186.0],[296.0],[499.0],[893.0],[424.0],[134.0],[214.0],[89.0],[673.0],[715.0],[860.0],[110.0],[309.0],[69.0],[437.0],[317.0],[385.0],[540.0],[702.0],[788.0],[348.0],[640.0],[645.0],[960.0],[997.0],[383.0],[488.0],[846.0],[191.0]
225,[922.0],[315.0],[125.0],[109.0],[719.0],[608.0],[81.0],[315.0],[528.0],[615.0],[309.0],[769.0],[988.0],[819.0],[810.0],[542.0],[249.0],[263.0],[691.0],[814.0],[848.0],[695.0],[552.0],[238.0],[841.0],[695.0],[719.0],[303.0],[798.0],[94.0],[152.0],[992.0],[29.0],[770.0],[321.0],[326.0],[358.0],[575.0],[138.0],[716.0],[831.0],[819.0],[769.0],[511.0],[612.0],[922.0],[70.0],[530.0],[235.0],[903.0]
226,[997.0],[511.0],[653.0],[913.0],[570.0],[540.0],[260.0],[634.0],[916.0],[281.0],[647.0],[402.0],[855.0],[438.0],[998.0],[650.0],[83.0],[947.0],[887.0],[664.0],[858.0],[238.0],[341.0],[723.0],[368.0],[486.0],[243.0],[497.0],[730.0],[96.0],[96.0],[786.0],[405.0],[252.0],[89.0],[8.0],[954.0],[800.0],[880.0],[534.0],[899.0],[477.0],[706.0],[751.0],[485.0],[44.0],[954.0],[228.0],[919.0],[652.0]
227,[6.0],[594.0],[76.0],[831.0],[345.0],[594.0],[170.0],[848.0],[368.0],[948.0],[770.0],[680.0],[79.0],[71.0],[74.0],[159.0],[478.0],[300.0],[290.0],[720.0],[672.0],[539.0],[0.0],[341.0],[775.0],[195.0],[120.0],[95.0],[607.0],[660.0],[602.0],[562.0],[184.0],[378.0],[613.0],[316.0],[672.0],[206.0],[330.0],[342.0],[801.0],[666.0],[499.0],[494.0],[344.0],[809.0],[907.0],[850.0],[506.0],[189.0]
228,[156.0],[717.0],[921.0],[950.0],[120.0],[615.0],[599.0],[414.0],[45.0],[651.0],[252.0],[253.0],[791.0],[170.0],[699.0],[594.0],[930.0],[236.0],[24.0],[272.0],[502.0],[121.0],[934.0],[437.0],[546.0],[5.0],[998.0],[447.0],[931.0],[211.0],[381.0],[948.0],[624.0],[118.0],[636.0],[454.0],[15.0],[624.0],[225.0],[950.0],[62.0],[738.0],[652.0],[79.0],[589.0],[886.0],[174.0],[15.0],[438.0],[933.0]
229,[864.0],[75.0],[689.0],[623.0],[113.0],[42.0],[438.0],[79.0],[790.0],[449.0],[300.0],[847.0],[494.0],[832.0],[156.0],[319.0],[370.0],[390.0],[578.0],[189.0],[129.0],[589.0],[815.0],[603.0],[628.0],[358.0],[230.0],[306.0],[892.0],[306.0],[75.0],[550.0],[966.0],[219.0],[171.0],[842.0],[602.0],[37.0],[397.0],[326.0],[186.0],[969.0],[189.0],[986.0],[630.0],[22.0],[242.0],[70.0],[453.0],[519.0]
230,[336.0],[641.0],[656.0],[822.0],[829.0],[94.0],[294.0],[954.0],[366.0],[485.0],[568.0],[699.0],[774.0],[81.0],[6.0],[328.0],[784.0],[770.0],[76.0],[682.0],[270.0],[657.0],[337.0],[583.0],[969.0],[539.0],[363.0],[61.0],[816.0],[61.0],[180.0],[678.0],[866.0],[950.0],[979.0],[49.0],[178.0],[82.0],[57.0],[746.0],[473.0],[893.0],[933.0],[452.0],[966.0],[380.0],[594.0],[9.0],[170.0],[960.0]
231,[376.0],[404.0],[595.0],[618.0],[236.0],[443.0],[235.0],[494.0],[656.0],[428.0],[732.0],[652.0],[751.0],[729.0],[912.0],[785.0],[750.0],[888.0],[544.0],[933.0],[506.0],[630.0],[136.0],[503.0],[940.0],[749.0],[844.0],[839.0],[197.0],[497.0],[207.0],[793.0],[544.0],[317.0],[332.0],[284.0],[364.0],[850.0],[982.0],[908.0],[569.0],[831.0],[99.0],[147.0],[261.0],[655.0],[615.0],[933.0],[824.0],[344.0]
232,[42.0],[387.0],[58.0],[819.0],[702.0],[245.0],[928.0],[555.0],[921.0],[594.0],[683.0],[180.0],[750.0],[42.0],[707.0],[883.0],[269.0],[309.0],[689.0],[519.0],[161.0],[222.0],[460.0],[271.0],[334.0],[96.0],[557.0],[331.0],[649.0],[839.0],[966.0],[592.0],[910.0],[300.0],[440.0],[342.0],[502.0],[530.0],[588.0],[454.0],[574.0],[274.0],[410.0],[817.0],[986.0],[232.0],[245.0],[907.0],[905.0],[630.0]
233,[787.0],[639.0],[92.0],[146.0],[612.0],[660.0],[797.0],[7.0],[967.0],[298.0],[395.0],[189.0],[634.0],[464.0],[69.0],[615.0],[958.0],[505.0],[966.0],[960.0],[633.0],[770.0],[690.0],[655.0],[809.0],[897.0],[961.0],[644.0],[192.0],[245.0],[187.0],[429.0],[578.0],[380.0],[733.0],[114.0],[795.0],[425.0],[111.0],[592.0],[223.0],[268.0],[662.0],[591.0],[405.0],[441.0],[502.0],[457.0],[81.0],[378.0]
234,[81.0],[917.0],[358.0],[305.0],[557.0],[292.0],[567.0],[672.0],[58.0],[306.0],[190.0],[983.0],[784.0],[336.0],[374.0],[249.0],[925.0],[408.0],[405.0],[22.0],[139.0],[295.0],[655.0],[814.0],[45.0],[366.0],[395.0],[535.0],[83.0],[644.0],[544.0],[253.0],[290.0],[109.0],[759.0],[661.0],[270.0],[102.0],[94.0],[687.0],[401.0],[391.0],[423.0],[772.0],[687.0],[856.0],[172.0],[800.0],[743.0],[615.0]
235,[437.0],[26.0],[24.0],[728.0],[389.0],[831.0],[765.0],[281.0],[358.0],[61.0],[109.0],[933.0],[894.0],[769.0],[551.0],[953.0],[774.0],[536.0],[595.0],[378.0],[967.0],[312.0],[271.0],[515.0],[181.0],[15.0],[52.0],[763.0],[833.0],[942.0],[682.0],[900.0],[439.0],[190.0],[386.0],[348.0],[827.0],[85.0],[414.0],[960.0],[415.0],[731.0],[573.0],[580.0],[651.0],[802.0],[298.0],[206.0],[479.0],[814.0]
