Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
864,[216.0],[41.0],[498.0],[817.0],[710.0],[14.0],[740.0],[692.0],[576.0],[183.0],[753.0],[38.0],[938.0],[327.0],[565.0],[125.0],[516.0],[968.0],[762.0],[588.0],[516.0],[14.0],[509.0],[353.0],[812.0],[946.0],[145.0],[849.0],[338.0],[448.0],[125.0],[740.0],[255.0],[856.0],[605.0],[30.0],[598.0],[541.0],[137.0],[441.0],[881.0],[35.0],[297.0],[356.0],[676.0],[30.0],[183.0],[453.0],[41.0],[167.0]
865,[41.0],[762.0],[747.0],[495.0],[264.0],[216.0],[890.0],[14.0],[216.0],[541.0],[11.0],[757.0],[318.0],[982.0],[642.0],[43.0],[740.0],[568.0],[0.0],[338.0],[14.0],[273.0],[453.0],[629.0],[993.0],[617.0],[676.0],[700.0],[355.0],[479.0],[13.0],[59.0],[694.0],[491.0],[68.0],[537.0],[609.0],[310.0],[642.0],[694.0],[31.0],[849.0],[0.0],[244.0],[425.0],[641.0],[448.0],[103.0],[338.0],[27.0]
866,[166.0],[576.0],[611.0],[561.0],[265.0],[553.0],[846.0],[753.0],[957.0],[823.0],[736.0],[14.0],[509.0],[35.0],[304.0],[448.0],[692.0],[157.0],[506.0],[740.0],[693.0],[448.0],[341.0],[680.0],[667.0],[139.0],[597.0],[38.0],[740.0],[461.0],[983.0],[442.0],[408.0],[442.0],[479.0],[890.0],[495.0],[162.0],[41.0],[541.0],[632.0],[206.0],[862.0],[509.0],[694.0],[564.0],[588.0],[984.0],[717.0],[982.0]
867,[609.0],[206.0],[408.0],[163.0],[43.0],[700.0],[942.0],[700.0],[522.0],[468.0],[506.0],[248.0],[717.0],[215.0],[762.0],[48.0],[85.0],[216.0],[372.0],[977.0],[183.0],[304.0],[987.0],[448.0],[805.0],[856.0],[41.0],[408.0],[976.0],[700.0],[925.0],[35.0],[102.0],[162.0],[561.0],[993.0],[35.0],[217.0],[164.0],[980.0],[585.0],[14.0],[757.0],[611.0],[506.0],[506.0],[282.0],[408.0],[0.0],[449.0]
868,[157.0],[522.0],[876.0],[745.0],[226.0],[402.0],[179.0],[747.0],[609.0],[914.0],[38.0],[103.0],[568.0],[164.0],[676.0],[262.0],[362.0],[976.0],[561.0],[373.0],[318.0],[162.0],[479.0],[162.0],[710.0],[598.0],[479.0],[250.0],[356.0],[125.0],[394.0],[980.0],[541.0],[441.0],[939.0],[616.0],[206.0],[41.0],[139.0],[692.0],[327.0],[138.0],[183.0],[350.0],[692.0],[449.0],[968.0],[700.0],[993.0],[442.0]
869,[745.0],[371.0],[588.0],[703.0],[373.0],[162.0],[453.0],[506.0],[248.0],[390.0],[82.0],[0.0],[206.0],[939.0],[145.0],[700.0],[458.0],[692.0],[244.0],[362.0],[580.0],[700.0],[762.0],[304.0],[551.0],[453.0],[353.0],[856.0],[362.0],[890.0],[216.0],[30.0],[968.0],[46.0],[369.0],[278.0],[166.0],[38.0],[458.0],[38.0],[461.0],[626.0],[977.0],[145.0],[458.0],[772.0],[46.0],[703.0],[341.0],[849.0]
870,[862.0],[216.0],[463.0],[542.0],[262.0],[325.0],[912.0],[255.0],[617.0],[82.0],[676.0],[244.0],[914.0],[299.0],[748.0],[717.0],[448.0],[609.0],[700.0],[318.0],[468.0],[46.0],[304.0],[82.0],[337.0],[37.0],[458.0],[939.0],[576.0],[692.0],[385.0],[710.0],[803.0],[449.0],[490.0],[516.0],[221.0],[103.0],[108.0],[881.0],[3.0],[617.0],[3.0],[588.0],[162.0],[479.0],[468.0],[631.0],[38.0],[948.0]
871,[0.0],[617.0],[35.0],[434.0],[248.0],[609.0],[983.0],[310.0],[895.0],[38.0],[41.0],[250.0],[721.0],[338.0],[338.0],[116.0],[700.0],[721.0],[341.0],[976.0],[387.0],[142.0],[606.0],[183.0],[48.0],[565.0],[984.0],[367.0],[611.0],[226.0],[568.0],[46.0],[561.0],[987.0],[111.0],[394.0],[561.0],[458.0],[244.0],[367.0],[999.0],[585.0],[468.0],[273.0],[325.0],[278.0],[111.0],[530.0],[367.0],[468.0]
872,[849.0],[598.0],[448.0],[484.0],[579.0],[498.0],[676.0],[479.0],[753.0],[925.0],[943.0],[341.0],[310.0],[43.0],[458.0],[338.0],[216.0],[3.0],[162.0],[448.0],[3.0],[692.0],[108.0],[402.0],[265.0],[183.0],[35.0],[703.0],[522.0],[14.0],[609.0],[125.0],[273.0],[890.0],[273.0],[737.0],[692.0],[993.0],[0.0],[163.0],[890.0],[561.0],[561.0],[458.0],[977.0],[934.0],[124.0],[856.0],[250.0],[59.0]
873,[561.0],[609.0],[629.0],[103.0],[990.0],[721.0],[374.0],[183.0],[598.0],[530.0],[30.0],[753.0],[495.0],[179.0],[372.0],[85.0],[468.0],[862.0],[796.0],[111.0],[976.0],[694.0],[458.0],[372.0],[591.0],[200.0],[862.0],[797.0],[371.0],[338.0],[641.0],[250.0],[372.0],[803.0],[318.0],[139.0],[817.0],[565.0],[721.0],[987.0],[48.0],[598.0],[938.0],[448.0],[340.0],[948.0],[700.0],[142.0],[862.0],[125.0]
874,[755.0],[221.0],[881.0],[282.0],[162.0],[41.0],[145.0],[704.0],[703.0],[490.0],[46.0],[565.0],[282.0],[139.0],[479.0],[355.0],[796.0],[35.0],[862.0],[468.0],[747.0],[530.0],[373.0],[847.0],[85.0],[221.0],[273.0],[163.0],[588.0],[957.0],[721.0],[680.0],[38.0],[35.0],[700.0],[711.0],[703.0],[605.0],[905.0],[372.0],[816.0],[248.0],[976.0],[30.0],[183.0],[667.0],[103.0],[565.0],[163.0],[976.0]
875,[785.0],[757.0],[111.0],[946.0],[125.0],[408.0],[753.0],[669.0],[846.0],[504.0],[448.0],[318.0],[755.0],[262.0],[561.0],[692.0],[609.0],[785.0],[606.0],[700.0],[938.0],[541.0],[448.0],[694.0],[815.0],[642.0],[721.0],[484.0],[796.0],[747.0],[694.0],[553.0],[669.0],[509.0],[375.0],[48.0],[881.0],[727.0],[341.0],[757.0],[568.0],[182.0],[626.0],[561.0],[541.0],[299.0],[674.0],[484.0],[68.0],[179.0]
876,[703.0],[862.0],[576.0],[431.0],[116.0],[372.0],[82.0],[468.0],[221.0],[976.0],[453.0],[479.0],[14.0],[441.0],[302.0],[942.0],[976.0],[206.0],[757.0],[626.0],[721.0],[124.0],[14.0],[541.0],[571.0],[40.0],[605.0],[302.0],[417.0],[183.0],[711.0],[372.0],[68.0],[984.0],[862.0],[179.0],[250.0],[367.0],[265.0],[605.0],[957.0],[221.0],[495.0],[68.0],[468.0],[943.0],[984.0],[479.0],[692.0],[925.0]
877,[434.0],[530.0],[14.0],[785.0],[993.0],[694.0],[304.0],[895.0],[484.0],[8.0],[124.0],[762.0],[41.0],[479.0],[553.0],[881.0],[338.0],[41.0],[216.0],[183.0],[914.0],[38.0],[375.0],[38.0],[717.0],[762.0],[516.0],[103.0],[41.0],[846.0],[102.0],[747.0],[984.0],[458.0],[692.0],[322.0],[182.0],[561.0],[48.0],[568.0],[304.0],[479.0],[568.0],[162.0],[82.0],[35.0],[748.0],[416.0],[273.0],[980.0]
878,[138.0],[3.0],[417.0],[856.0],[942.0],[925.0],[642.0],[142.0],[371.0],[757.0],[700.0],[862.0],[484.0],[302.0],[14.0],[183.0],[914.0],[591.0],[984.0],[692.0],[538.0],[103.0],[700.0],[41.0],[912.0],[947.0],[537.0],[200.0],[448.0],[704.0],[541.0],[516.0],[162.0],[881.0],[468.0],[338.0],[3.0],[163.0],[605.0],[3.0],[166.0],[703.0],[609.0],[14.0],[862.0],[441.0],[490.0],[297.0],[302.0],[404.0]
879,[484.0],[561.0],[197.0],[704.0],[355.0],[68.0],[530.0],[976.0],[183.0],[721.0],[248.0],[367.0],[585.0],[747.0],[297.0],[3.0],[139.0],[441.0],[568.0],[484.0],[945.0],[674.0],[561.0],[757.0],[785.0],[157.0],[561.0],[476.0],[183.0],[468.0],[3.0],[448.0],[576.0],[125.0],[703.0],[605.0],[745.0],[68.0],[13.0],[41.0],[197.0],[624.0],[166.0],[111.0],[538.0],[905.0],[495.0],[727.0],[703.0],[90.0]
880,[8.0],[817.0],[304.0],[591.0],[22.0],[541.0],[605.0],[694.0],[38.0],[703.0],[0.0],[302.0],[82.0],[108.0],[631.0],[356.0],[102.0],[605.0],[609.0],[369.0],[35.0],[367.0],[753.0],[367.0],[282.0],[817.0],[846.0],[286.0],[977.0],[642.0],[938.0],[509.0],[881.0],[740.0],[757.0],[945.0],[484.0],[862.0],[479.0],[938.0],[216.0],[846.0],[103.0],[369.0],[530.0],[721.0],[617.0],[762.0],[676.0],[704.0]
881,[585.0],[938.0],[694.0],[200.0],[704.0],[183.0],[162.0],[139.0],[375.0],[696.0],[530.0],[703.0],[490.0],[416.0],[862.0],[468.0],[694.0],[585.0],[38.0],[796.0],[157.0],[183.0],[40.0],[609.0],[942.0],[162.0],[85.0],[297.0],[372.0],[895.0],[605.0],[162.0],[371.0],[14.0],[183.0],[226.0],[542.0],[576.0],[561.0],[495.0],[41.0],[484.0],[182.0],[977.0],[626.0],[983.0],[264.0],[367.0],[568.0],[509.0]
882,[946.0],[703.0],[130.0],[895.0],[983.0],[82.0],[68.0],[3.0],[302.0],[250.0],[631.0],[163.0],[736.0],[980.0],[939.0],[585.0],[273.0],[983.0],[318.0],[914.0],[102.0],[862.0],[862.0],[250.0],[327.0],[26.0],[977.0],[138.0],[468.0],[425.0],[585.0],[700.0],[183.0],[217.0],[484.0],[694.0],[490.0],[796.0],[85.0],[609.0],[846.0],[817.0],[745.0],[700.0],[976.0],[233.0],[166.0],[629.0],[216.0],[489.0]
883,[704.0],[250.0],[710.0],[585.0],[354.0],[703.0],[41.0],[541.0],[946.0],[661.0],[674.0],[362.0],[530.0],[30.0],[162.0],[611.0],[736.0],[166.0],[703.0],[351.0],[624.0],[163.0],[30.0],[163.0],[250.0],[210.0],[162.0],[279.0],[626.0],[139.0],[41.0],[304.0],[946.0],[721.0],[796.0],[102.0],[946.0],[692.0],[993.0],[680.0],[609.0],[797.0],[257.0],[968.0],[372.0],[11.0],[598.0],[250.0],[139.0],[895.0]
884,[895.0],[495.0],[541.0],[984.0],[895.0],[476.0],[727.0],[244.0],[506.0],[3.0],[314.0],[484.0],[124.0],[990.0],[977.0],[588.0],[41.0],[717.0],[3.0],[617.0],[849.0],[468.0],[210.0],[490.0],[374.0],[669.0],[568.0],[748.0],[111.0],[694.0],[755.0],[338.0],[417.0],[876.0],[453.0],[631.0],[785.0],[371.0],[748.0],[166.0],[605.0],[946.0],[703.0],[946.0],[182.0],[46.0],[745.0],[748.0],[372.0],[14.0]
885,[856.0],[484.0],[700.0],[286.0],[46.0],[624.0],[692.0],[325.0],[817.0],[938.0],[233.0],[40.0],[624.0],[987.0],[757.0],[938.0],[162.0],[703.0],[914.0],[216.0],[264.0],[624.0],[946.0],[617.0],[772.0],[587.0],[881.0],[585.0],[757.0],[221.0],[425.0],[576.0],[468.0],[549.0],[216.0],[541.0],[434.0],[468.0],[373.0],[561.0],[453.0],[490.0],[631.0],[372.0],[757.0],[658.0],[297.0],[162.0],[609.0],[585.0]
886,[282.0],[542.0],[38.0],[905.0],[446.0],[484.0],[977.0],[484.0],[856.0],[484.0],[341.0],[448.0],[255.0],[162.0],[976.0],[605.0],[942.0],[987.0],[484.0],[847.0],[694.0],[3.0],[968.0],[598.0],[434.0],[692.0],[48.0],[572.0],[318.0],[631.0],[434.0],[968.0],[856.0],[362.0],[990.0],[641.0],[856.0],[704.0],[413.0],[103.0],[694.0],[642.0],[302.0],[351.0],[3.0],[13.0],[221.0],[568.0],[642.0],[721.0]
887,[479.0],[166.0],[617.0],[154.0],[943.0],[468.0],[996.0],[453.0],[905.0],[739.0],[407.0],[297.0],[674.0],[740.0],[946.0],[976.0],[541.0],[812.0],[367.0],[598.0],[495.0],[976.0],[748.0],[703.0],[692.0],[888.0],[942.0],[137.0],[914.0],[674.0],[484.0],[522.0],[757.0],[747.0],[30.0],[943.0],[591.0],[417.0],[297.0],[745.0],[434.0],[856.0],[484.0],[692.0],[703.0],[987.0],[692.0],[200.0],[700.0],[387.0]
888,[661.0],[490.0],[598.0],[416.0],[374.0],[264.0],[757.0],[372.0],[408.0],[367.0],[244.0],[976.0],[226.0],[373.0],[990.0],[273.0],[48.0],[484.0],[302.0],[182.0],[872.0],[264.0],[977.0],[221.0],[304.0],[421.0],[626.0],[952.0],[3.0],[82.0],[448.0],[8.0],[976.0],[90.0],[609.0],[73.0],[282.0],[372.0],[717.0],[490.0],[717.0],[999.0],[434.0],[757.0],[938.0],[642.0],[484.0],[468.0],[484.0],[3.0]
889,[26.0],[785.0],[862.0],[629.0],[516.0],[38.0],[216.0],[416.0],[200.0],[416.0],[490.0],[700.0],[968.0],[509.0],[468.0],[304.0],[568.0],[745.0],[946.0],[372.0],[541.0],[938.0],[139.0],[495.0],[968.0],[542.0],[976.0],[528.0],[216.0],[248.0],[282.0],[402.0],[490.0],[576.0],[576.0],[448.0],[200.0],[895.0],[631.0],[984.0],[541.0],[939.0],[939.0],[925.0],[103.0],[736.0],[817.0],[302.0],[369.0],[35.0]
890,[498.0],[745.0],[721.0],[297.0],[217.0],[166.0],[694.0],[377.0],[417.0],[163.0],[865.0],[914.0],[37.0],[362.0],[703.0],[111.0],[561.0],[273.0],[938.0],[221.0],[943.0],[565.0],[322.0],[416.0],[8.0],[166.0],[448.0],[143.0],[568.0],[541.0],[38.0],[371.0],[3.0],[318.0],[676.0],[244.0],[642.0],[434.0],[946.0],[585.0],[38.0],[200.0],[946.0],[626.0],[484.0],[458.0],[881.0],[163.0],[757.0],[968.0]
891,[200.0],[946.0],[345.0],[952.0],[304.0],[530.0],[541.0],[680.0],[40.0],[103.0],[162.0],[139.0],[264.0],[976.0],[183.0],[30.0],[938.0],[755.0],[163.0],[3.0],[166.0],[703.0],[856.0],[103.0],[41.0],[622.0],[703.0],[226.0],[938.0],[530.0],[506.0],[183.0],[82.0],[522.0],[914.0],[41.0],[26.0],[881.0],[103.0],[484.0],[403.0],[542.0],[282.0],[881.0],[495.0],[957.0],[946.0],[183.0],[704.0],[495.0]
892,[398.0],[591.0],[624.0],[139.0],[658.0],[755.0],[609.0],[38.0],[322.0],[999.0],[216.0],[939.0],[250.0],[304.0],[369.0],[41.0],[425.0],[434.0],[856.0],[938.0],[755.0],[495.0],[369.0],[166.0],[661.0],[785.0],[468.0],[154.0],[609.0],[676.0],[82.0],[0.0],[297.0],[692.0],[522.0],[425.0],[37.0],[216.0],[210.0],[434.0],[18.0],[226.0],[100.0],[704.0],[38.0],[537.0],[565.0],[617.0],[553.0],[250.0]
893,[905.0],[434.0],[221.0],[748.0],[8.0],[745.0],[38.0],[273.0],[823.0],[495.0],[717.0],[796.0],[297.0],[46.0],[626.0],[46.0],[946.0],[244.0],[495.0],[817.0],[585.0],[762.0],[881.0],[999.0],[468.0],[745.0],[740.0],[622.0],[617.0],[624.0],[11.0],[417.0],[938.0],[710.0],[846.0],[676.0],[812.0],[745.0],[856.0],[282.0],[495.0],[37.0],[856.0],[484.0],[490.0],[0.0],[3.0],[35.0],[939.0],[747.0]
894,[297.0],[8.0],[3.0],[279.0],[356.0],[757.0],[103.0],[757.0],[939.0],[157.0],[282.0],[369.0],[553.0],[369.0],[16.0],[676.0],[717.0],[490.0],[40.0],[157.0],[745.0],[484.0],[703.0],[817.0],[605.0],[143.0],[946.0],[375.0],[495.0],[968.0],[846.0],[468.0],[680.0],[371.0],[297.0],[597.0],[797.0],[976.0],[942.0],[946.0],[676.0],[431.0],[753.0],[468.0],[166.0],[375.0],[856.0],[949.0],[895.0],[553.0]
895,[103.0],[26.0],[264.0],[580.0],[338.0],[999.0],[704.0],[35.0],[367.0],[297.0],[13.0],[748.0],[314.0],[458.0],[210.0],[216.0],[872.0],[458.0],[297.0],[495.0],[703.0],[166.0],[162.0],[745.0],[704.0],[591.0],[700.0],[898.0],[182.0],[753.0],[968.0],[862.0],[748.0],[796.0],[617.0],[942.0],[892.0],[609.0],[162.0],[704.0],[862.0],[506.0],[26.0],[491.0],[250.0],[803.0],[434.0],[598.0],[30.0],[46.0]
896,[408.0],[282.0],[938.0],[143.0],[740.0],[434.0],[925.0],[204.0],[829.0],[166.0],[183.0],[624.0],[748.0],[448.0],[484.0],[617.0],[38.0],[498.0],[166.0],[990.0],[905.0],[137.0],[990.0],[297.0],[976.0],[434.0],[576.0],[164.0],[598.0],[264.0],[490.0],[925.0],[745.0],[694.0],[351.0],[162.0],[504.0],[3.0],[318.0],[244.0],[745.0],[154.0],[200.0],[856.0],[416.0],[341.0],[585.0],[40.0],[576.0],[624.0]
897,[748.0],[856.0],[495.0],[572.0],[611.0],[692.0],[468.0],[103.0],[250.0],[624.0],[434.0],[162.0],[957.0],[14.0],[3.0],[553.0],[408.0],[37.0],[939.0],[892.0],[82.0],[416.0],[704.0],[692.0],[0.0],[398.0],[692.0],[236.0],[166.0],[817.0],[943.0],[341.0],[250.0],[417.0],[748.0],[968.0],[398.0],[968.0],[322.0],[856.0],[30.0],[785.0],[248.0],[817.0],[434.0],[676.0],[137.0],[293.0],[522.0],[248.0]
898,[18.0],[704.0],[490.0],[846.0],[371.0],[26.0],[862.0],[367.0],[163.0],[755.0],[881.0],[183.0],[431.0],[468.0],[350.0],[609.0],[157.0],[26.0],[748.0],[166.0],[484.0],[434.0],[351.0],[434.0],[847.0],[282.0],[417.0],[565.0],[484.0],[244.0],[745.0],[297.0],[200.0],[338.0],[598.0],[700.0],[154.0],[984.0],[565.0],[895.0],[10.0],[273.0],[785.0],[3.0],[565.0],[85.0],[895.0],[221.0],[375.0],[817.0]
899,[506.0],[812.0],[367.0],[622.0],[362.0],[3.0],[367.0],[375.0],[739.0],[745.0],[468.0],[264.0],[154.0],[217.0],[856.0],[598.0],[856.0],[957.0],[785.0],[542.0],[233.0],[164.0],[183.0],[748.0],[881.0],[3.0],[522.0],[764.0],[221.0],[137.0],[26.0],[976.0],[849.0],[541.0],[162.0],[717.0],[139.0],[938.0],[796.0],[939.0],[736.0],[867.0],[892.0],[182.0],[367.0],[605.0],[905.0],[154.0],[183.0],[264.0]
900,[154.0],[37.0],[166.0],[898.0],[588.0],[103.0],[250.0],[530.0],[373.0],[565.0],[745.0],[468.0],[631.0],[490.0],[938.0],[226.0],[629.0],[398.0],[282.0],[154.0],[530.0],[490.0],[895.0],[565.0],[13.0],[917.0],[484.0],[506.0],[745.0],[498.0],[957.0],[68.0],[542.0],[489.0],[3.0],[216.0],[917.0],[568.0],[302.0],[200.0],[553.0],[591.0],[642.0],[938.0],[282.0],[139.0],[416.0],[925.0],[297.0],[642.0]
901,[286.0],[895.0],[703.0],[479.0],[522.0],[154.0],[895.0],[40.0],[721.0],[748.0],[416.0],[990.0],[448.0],[561.0],[925.0],[977.0],[282.0],[282.0],[200.0],[745.0],[310.0],[282.0],[847.0],[282.0],[757.0],[286.0],[183.0],[762.0],[892.0],[905.0],[704.0],[703.0],[163.0],[38.0],[221.0],[82.0],[297.0],[703.0],[700.0],[416.0],[703.0],[753.0],[591.0],[434.0],[163.0],[942.0],[762.0],[817.0],[248.0],[166.0]
902,[580.0],[585.0],[163.0],[210.0],[68.0],[669.0],[163.0],[248.0],[351.0],[849.0],[250.0],[3.0],[865.0],[18.0],[182.0],[221.0],[353.0],[479.0],[591.0],[785.0],[658.0],[302.0],[976.0],[26.0],[748.0],[580.0],[338.0],[357.0],[817.0],[164.0],[895.0],[847.0],[345.0],[914.0],[371.0],[233.0],[957.0],[495.0],[200.0],[302.0],[255.0],[31.0],[154.0],[200.0],[727.0],[561.0],[542.0],[764.0],[990.0],[490.0]
903,[143.0],[200.0],[745.0],[762.0],[862.0],[431.0],[568.0],[565.0],[976.0],[431.0],[3.0],[351.0],[498.0],[852.0],[624.0],[642.0],[624.0],[587.0],[849.0],[26.0],[431.0],[431.0],[624.0],[762.0],[341.0],[614.0],[182.0],[753.0],[849.0],[108.0],[631.0],[748.0],[785.0],[925.0],[154.0],[609.0],[286.0],[157.0],[939.0],[210.0],[649.0],[314.0],[68.0],[624.0],[892.0],[244.0],[164.0],[739.0],[748.0],[658.0]
904,[917.0],[286.0],[484.0],[949.0],[968.0],[367.0],[626.0],[322.0],[154.0],[26.0],[721.0],[35.0],[286.0],[862.0],[495.0],[862.0],[745.0],[917.0],[26.0],[282.0],[38.0],[669.0],[498.0],[881.0],[3.0],[18.0],[727.0],[280.0],[704.0],[408.0],[530.0],[490.0],[210.0],[367.0],[817.0],[530.0],[748.0],[484.0],[448.0],[565.0],[484.0],[351.0],[398.0],[282.0],[302.0],[448.0],[431.0],[210.0],[753.0],[745.0]
905,[453.0],[947.0],[817.0],[764.0],[372.0],[282.0],[3.0],[629.0],[642.0],[434.0],[367.0],[154.0],[137.0],[700.0],[264.0],[817.0],[200.0],[408.0],[286.0],[591.0],[704.0],[40.0],[297.0],[154.0],[568.0],[739.0],[362.0],[210.0],[895.0],[38.0],[367.0],[757.0],[591.0],[163.0],[417.0],[658.0],[248.0],[282.0],[692.0],[479.0],[367.0],[622.0],[471.0],[755.0],[200.0],[984.0],[785.0],[10.0],[468.0],[297.0]
906,[622.0],[154.0],[434.0],[792.0],[318.0],[250.0],[976.0],[762.0],[990.0],[704.0],[976.0],[847.0],[676.0],[183.0],[257.0],[166.0],[785.0],[946.0],[722.0],[704.0],[434.0],[108.0],[264.0],[591.0],[216.0],[764.0],[856.0],[390.0],[585.0],[976.0],[453.0],[103.0],[434.0],[8.0],[157.0],[490.0],[279.0],[757.0],[740.0],[40.0],[130.0],[286.0],[273.0],[264.0],[693.0],[273.0],[200.0],[463.0],[416.0],[846.0]
907,[279.0],[279.0],[661.0],[693.0],[661.0],[297.0],[182.0],[163.0],[10.0],[154.0],[137.0],[210.0],[279.0],[946.0],[166.0],[206.0],[530.0],[639.0],[154.0],[849.0],[490.0],[823.0],[925.0],[3.0],[938.0],[279.0],[606.0],[88.0],[154.0],[693.0],[163.0],[624.0],[40.0],[3.0],[938.0],[183.0],[471.0],[946.0],[338.0],[762.0],[46.0],[476.0],[990.0],[542.0],[286.0],[740.0],[591.0],[692.0],[351.0],[434.0]
908,[676.0],[553.0],[103.0],[780.0],[757.0],[345.0],[938.0],[553.0],[162.0],[282.0],[163.0],[157.0],[164.0],[796.0],[200.0],[745.0],[26.0],[375.0],[398.0],[895.0],[846.0],[785.0],[3.0],[704.0],[157.0],[949.0],[939.0],[941.0],[282.0],[297.0],[154.0],[166.0],[629.0],[757.0],[498.0],[166.0],[846.0],[797.0],[914.0],[642.0],[163.0],[143.0],[867.0],[322.0],[939.0],[490.0],[846.0],[704.0],[976.0],[748.0]
909,[764.0],[297.0],[282.0],[528.0],[796.0],[163.0],[721.0],[402.0],[210.0],[895.0],[938.0],[2.0],[479.0],[576.0],[552.0],[753.0],[591.0],[421.0],[585.0],[471.0],[895.0],[154.0],[484.0],[18.0],[609.0],[780.0],[200.0],[957.0],[139.0],[250.0],[722.0],[565.0],[18.0],[624.0],[251.0],[703.0],[10.0],[762.0],[68.0],[398.0],[226.0],[952.0],[139.0],[18.0],[297.0],[846.0],[108.0],[495.0],[3.0],[139.0]
910,[572.0],[572.0],[755.0],[273.0],[351.0],[748.0],[416.0],[154.0],[26.0],[143.0],[484.0],[938.0],[408.0],[703.0],[745.0],[626.0],[398.0],[10.0],[143.0],[585.0],[458.0],[591.0],[2.0],[580.0],[495.0],[10.0],[351.0],[251.0],[471.0],[273.0],[398.0],[484.0],[764.0],[938.0],[350.0],[468.0],[867.0],[490.0],[968.0],[917.0],[124.0],[139.0],[286.0],[797.0],[279.0],[68.0],[40.0],[542.0],[162.0],[407.0]
911,[204.0],[375.0],[542.0],[357.0],[692.0],[504.0],[606.0],[162.0],[340.0],[538.0],[568.0],[431.0],[587.0],[68.0],[154.0],[434.0],[367.0],[676.0],[917.0],[398.0],[453.0],[18.0],[938.0],[210.0],[297.0],[585.0],[257.0],[108.0],[542.0],[892.0],[297.0],[745.0],[585.0],[495.0],[408.0],[745.0],[696.0],[302.0],[704.0],[498.0],[968.0],[764.0],[622.0],[154.0],[154.0],[703.0],[753.0],[251.0],[371.0],[431.0]
912,[780.0],[748.0],[785.0],[280.0],[111.0],[286.0],[565.0],[302.0],[2.0],[286.0],[968.0],[925.0],[700.0],[351.0],[431.0],[244.0],[585.0],[416.0],[990.0],[867.0],[561.0],[210.0],[416.0],[917.0],[862.0],[357.0],[914.0],[905.0],[273.0],[373.0],[753.0],[762.0],[103.0],[264.0],[26.0],[484.0],[572.0],[26.0],[372.0],[314.0],[905.0],[279.0],[553.0],[257.0],[947.0],[162.0],[622.0],[166.0],[154.0],[753.0]
913,[565.0],[792.0],[416.0],[829.0],[369.0],[143.0],[703.0],[314.0],[622.0],[210.0],[297.0],[323.0],[952.0],[484.0],[434.0],[703.0],[917.0],[372.0],[764.0],[68.0],[154.0],[939.0],[408.0],[585.0],[453.0],[572.0],[847.0],[411.0],[867.0],[629.0],[917.0],[999.0],[357.0],[157.0],[257.0],[976.0],[143.0],[856.0],[369.0],[286.0],[674.0],[453.0],[279.0],[845.0],[572.0],[362.0],[210.0],[745.0],[417.0],[542.0]
914,[375.0],[204.0],[565.0],[40.0],[976.0],[585.0],[495.0],[722.0],[377.0],[585.0],[35.0],[764.0],[421.0],[938.0],[892.0],[282.0],[968.0],[226.0],[279.0],[917.0],[631.0],[10.0],[16.0],[143.0],[103.0],[812.0],[210.0],[40.0],[762.0],[748.0],[748.0],[434.0],[812.0],[166.0],[491.0],[367.0],[226.0],[585.0],[895.0],[506.0],[314.0],[587.0],[31.0],[892.0],[748.0],[216.0],[453.0],[357.0],[2.0],[164.0]
915,[40.0],[143.0],[722.0],[88.0],[703.0],[398.0],[762.0],[938.0],[542.0],[279.0],[372.0],[495.0],[248.0],[210.0],[498.0],[957.0],[453.0],[780.0],[957.0],[143.0],[325.0],[143.0],[200.0],[286.0],[977.0],[251.0],[216.0],[293.0],[553.0],[210.0],[629.0],[416.0],[10.0],[661.0],[357.0],[297.0],[639.0],[18.0],[362.0],[764.0],[785.0],[572.0],[476.0],[10.0],[585.0],[338.0],[373.0],[434.0],[490.0],[506.0]
916,[762.0],[639.0],[431.0],[248.0],[282.0],[917.0],[484.0],[622.0],[764.0],[622.0],[748.0],[350.0],[103.0],[856.0],[282.0],[182.0],[163.0],[68.0],[780.0],[244.0],[367.0],[585.0],[495.0],[696.0],[797.0],[792.0],[100.0],[19.0],[257.0],[162.0],[286.0],[154.0],[322.0],[565.0],[542.0],[568.0],[622.0],[200.0],[351.0],[279.0],[865.0],[375.0],[572.0],[498.0],[792.0],[700.0],[257.0],[881.0],[323.0],[282.0]
917,[631.0],[506.0],[704.0],[322.0],[881.0],[952.0],[166.0],[390.0],[463.0],[676.0],[164.0],[622.0],[108.0],[817.0],[622.0],[542.0],[372.0],[846.0],[572.0],[286.0],[952.0],[286.0],[431.0],[622.0],[416.0],[248.0],[3.0],[671.0],[785.0],[367.0],[143.0],[282.0],[244.0],[745.0],[495.0],[881.0],[538.0],[244.0],[216.0],[846.0],[407.0],[421.0],[143.0],[622.0],[471.0],[609.0],[351.0],[780.0],[210.0],[210.0]
